Step,Reward
1024.0,30.025432586669922
2048.0,40.74876594543457
3072.0,39.56741841634115
4096.0,43.39714558919271
5120.0,41.024801890055336
6144.0,42.035003662109375
7168.0,39.57113265991211
8192.0,47.95294952392578
9216.0,53.56484413146973
10240.0,41.244794845581055
11264.0,38.78350957234701
12288.0,42.980262756347656
13312.0,42.93808110555013
14336.0,44.97601064046224
15360.0,40.50664456685384
16384.0,44.84465408325195
17408.0,45.98122914632162
18432.0,44.30242411295573
19456.0,48.14537493387858
20480.0,50.18797747294108
21504.0,46.1495304107666
22528.0,41.90118662516276
23552.0,43.05046017964681
24576.0,44.516666412353516
25600.0,41.88084729512533
26624.0,49.62638600667318
27648.0,43.91847165425619
28672.0,44.226690928141274
29696.0,45.620009104410805
30720.0,49.96117273966471
31744.0,49.8029588063558
32768.0,45.56223996480306
33792.0,45.67359288533529
34816.0,50.242858250935875
35840.0,45.1425895690918
36864.0,46.23573239644369
37888.0,46.52932103474935
38912.0,48.862744649251304
39936.0,47.6610107421875
40960.0,47.97525596618652
41984.0,46.22317250569662
43008.0,53.61594899495443
44032.0,46.09166590372721
45056.0,47.182264963785805
46080.0,52.25073115030924
47104.0,51.81942494710287
48128.0,51.50992075602213
49152.0,40.129006703694664
50176.0,41.334885915120445
51200.0,42.600276947021484
52224.0,45.58240254720052
53248.0,45.141029357910156
54272.0,51.28441619873047
55296.0,47.00557327270508
56320.0,45.475293477376304
57344.0,43.25688552856445
58368.0,41.35198974609375
59392.0,37.4229990641276
60416.0,41.415276845296226
61440.0,43.46800994873047
62464.0,35.988958994547524
63488.0,39.777217864990234
64512.0,39.23282432556152
65536.0,44.685263315836586
66560.0,39.693257649739586
67584.0,41.875816345214844
68608.0,39.856040954589844
69632.0,42.76399358113607
70656.0,39.39716084798177
71680.0,37.63762537638346
72704.0,37.14866065979004
73728.0,40.11985778808594
74752.0,41.93286641438802
75776.0,40.35724639892578
76800.0,39.46092859903971
77824.0,39.47555605570475
78848.0,38.181217193603516
79872.0,34.802778244018555
80896.0,40.97148132324219
81920.0,40.792669932047524
82944.0,38.1623732248942
83968.0,41.68600273132324
84992.0,39.30678113301595
86016.0,40.346291859944664
87040.0,38.54155413309733
88064.0,35.10654830932617
89088.0,39.15526453653971
90112.0,38.2558479309082
91136.0,39.480220794677734
92160.0,38.764892578125
93184.0,38.42361068725586
94208.0,39.19533157348633
95232.0,38.333672841389976
96256.0,37.025641759236656
97280.0,36.42902755737305
98304.0,36.02154541015625
99328.0,38.956319173177086
