Step,Reward
2048.0,-237.2673110961914
3072.0,-231.6922607421875
4096.0,-392.23951212565106
5120.0,-284.0474141438802
6144.0,-253.4195556640625
7168.0,-276.10862223307294
8192.0,-182.12512334187826
9216.0,-275.6569468180339
10240.0,-253.15081532796225
11264.0,-250.01539611816406
12288.0,-238.69817097981772
13312.0,-258.9297637939453
14336.0,-274.55686950683594
15360.0,-234.62204233805338
16384.0,-269.3410288492839
17408.0,-269.9089609781901
18432.0,-252.12357584635416
19456.0,-249.13090006510416
20480.0,-294.6059977213542
21504.0,-249.50859578450522
22528.0,-253.86808268229166
23552.0,-262.1958923339844
24576.0,-222.5527089436849
25600.0,-250.77381896972656
26624.0,-258.0968195597331
27648.0,-222.2079315185547
28672.0,-222.2086385091146
29696.0,-242.20392354329428
30720.0,-200.9233194986979
31744.0,-221.79508209228516
32768.0,-279.6623992919922
33792.0,-293.9841664632161
34816.0,-241.6714630126953
35840.0,-224.84530385335287
36864.0,-288.78541056315106
37888.0,-258.12224833170575
38912.0,-260.07947794596356
39936.0,-244.17151896158853
40960.0,-232.18929545084634
41984.0,-259.3918965657552
43008.0,-264.4546305338542
44032.0,-239.42074584960938
45056.0,-270.65217844645184
46080.0,-198.91190592447916
47104.0,-200.2310307820638
48128.0,-261.1408233642578
49152.0,-220.82574971516928
50176.0,-215.12450663248697
51200.0,-248.24342346191406
52224.0,-214.19063313802084
53248.0,-205.97930399576822
54272.0,-220.4486312866211
55296.0,-215.5709991455078
56320.0,-272.09235127766925
57344.0,-190.90677897135416
58368.0,-238.59930419921875
59392.0,-242.8843231201172
60416.0,-186.65338007609049
61440.0,-219.33990987141928
62464.0,-199.68216959635416
63488.0,-174.35063680013022
64512.0,-202.71585591634116
65536.0,-224.76746114095053
66560.0,-184.11999003092447
67584.0,-221.62886810302734
68608.0,-237.85809326171875
69632.0,-179.4589474995931
70656.0,-234.36963907877603
71680.0,-207.30445861816406
72704.0,-161.57271830240884
73728.0,-156.39388783772787
74752.0,-184.43318939208984
75776.0,-170.68120829264322
76800.0,-209.18087768554688
77824.0,-97.8103739420573
78848.0,-162.23650105794272
79872.0,-150.5987752278646
80896.0,-91.94001897176106
81920.0,-209.88760375976562
82944.0,-187.0176035563151
83968.0,-187.32630920410156
84992.0,-129.46533966064453
86016.0,-159.21524302164713
87040.0,-127.84823608398438
88064.0,-131.78614807128906
89088.0,-202.17493184407553
90112.0,-163.90426381429037
91136.0,-193.86280822753906
92160.0,-155.47755432128906
93184.0,-224.8876927693685
94208.0,-218.89013671875
95232.0,-141.66506958007812
96256.0,-156.45783869425455
97280.0,-205.55514526367188
98304.0,-140.7969970703125
99328.0,-122.71884663899739
