Step,Reward
2048.0,-127.0
4096.0,-198.53846740722656
6144.0,-212.60000610351562
8192.0,-422.4242451985677
10240.0,-415.53333536783856
12288.0,-411.9166666666667
14336.0,-421.8888854980469
16384.0,-422.93332926432294
18432.0,-415.37037150065106
20480.0,-425.3333333333333
22528.0,-429.0
24576.0,-422.4583333333333
26624.0,-414.7142842610677
28672.0,-414.57142639160156
30720.0,-425.25
32768.0,-426.7916666666667
34816.0,-425.7083333333333
36864.0,-440.4166666666667
38912.0,-452.53333536783856
40960.0,-446.0
43008.0,-446.5
45056.0,-437.5
47104.0,-449.47618611653644
49152.0,-458.3333333333333
51200.0,-466.2000020345052
53248.0,-466.125
55296.0,-463.26666259765625
57344.0,-440.5
59392.0,-463.8333333333333
61440.0,-472.6666666666667
63488.0,-466.5416666666667
65536.0,-451.55555216471356
67584.0,-483.6666666666667
69632.0,-473.7777811686198
71680.0,-498.1111145019531
73728.0,-495.8666687011719
75776.0,-485.75
77824.0,-475.5
79872.0,-500.0
81920.0,-500.0
83968.0,-500.0
86016.0,-500.0
88064.0,-483.1333312988281
90112.0,-500.0
92160.0,-500.0
94208.0,-495.7777811686198
96256.0,-500.0
98304.0,-500.0
