Step,Reward
4096.0,37.84349123636881
8192.0,37.99367713928223
12288.0,44.36424318949381
16384.0,43.33914756774902
20480.0,49.9836171468099
24576.0,57.877628326416016
28672.0,62.957478841145836
32768.0,69.46516799926758
36864.0,72.02740732828777
40960.0,88.16099039713542
45056.0,91.08444213867188
49152.0,100.39940134684245
53248.0,107.44790903727214
57344.0,123.37305704752605
61440.0,127.2325439453125
65536.0,134.6169662475586
69632.0,144.10115814208984
73728.0,164.45028940836588
77824.0,172.9841512044271
81920.0,189.22381083170572
86016.0,216.17861938476562
90112.0,206.4361114501953
94208.0,225.34772237141928
98304.0,235.49158223470053
