Step,Reward
2048.0,-127.0
4096.0,-191.72727966308594
6144.0,-209.875
8192.0,-413.53333536783856
10240.0,-397.94444274902344
12288.0,-391.07142639160156
14336.0,-387.4814809163411
16384.0,-389.7857157389323
18432.0,-390.1190490722656
20480.0,-385.3999989827474
22528.0,-403.6666666666667
24576.0,-417.8333333333333
26624.0,-417.95238240559894
28672.0,-421.6666666666667
30720.0,-451.2222188313802
32768.0,-467.53333536783856
34816.0,-461.44444783528644
36864.0,-468.3809509277344
38912.0,-441.05555216471356
40960.0,-457.1666666666667
43008.0,-500.0
45056.0,-500.0
47104.0,-475.44444783528644
49152.0,-476.25
51200.0,-456.5
53248.0,-500.0
55296.0,-500.0
57344.0,-500.0
59392.0,-500.0
61440.0,-500.0
63488.0,-500.0
65536.0,-500.0
67584.0,-500.0
69632.0,-500.0
71680.0,-500.0
73728.0,-500.0
75776.0,-500.0
77824.0,-500.0
79872.0,-500.0
81920.0,-500.0
83968.0,-500.0
86016.0,-500.0
88064.0,-500.0
90112.0,-500.0
92160.0,-500.0
94208.0,-500.0
96256.0,-500.0
98304.0,-500.0
