index,exp_name,seed,torch_deterministic,cuda,track,wandb_project_name,wandb_entity,capture_video,env_id,total_timesteps,num_envs,gamma,total_iterations,num_minibatches,update_epochs,alpha,eta,beta,policy_lr,q_lr,anneal_lr,layer_init,policy_activation,num_hidden_layers,hidden_size,actor_last_layer_std,q_activation,q_num_hidden_layers,q_hidden_size,q_last_layer_std,use_policy,parametrized_sampler,sampler_activation,sampler_num_hidden_layers,sampler_hidden_size,sampler_last_layer_std,q_optimizer,actor_optimizer,sampler_optimizer,eps,average_critics,use_kl_loss,q_histogram,normalize_delta,gae,gae_lambda,target_network,tau,target_network_frequency,save_learning_curve,minibatch_size,num_iterations,num_steps
210,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,512,16,150,64,,0.0001,0.00025,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,False,1.0,16,False,0,0,0
211,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,256,16,1,4,,0.0001,0.00025,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,True,0.95,True,1.0,16,False,0,0,0
212,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,16,0.99,512,16,10,32,,0.0001,3e-05,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,True,0.95,True,1.0,8,False,0,0,0
213,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,8,0.99,1024,16,1,64,,0.0001,0.0003,0.003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,False,1.0,8,False,0,0,0
214,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,4096,16,10,2,,0.0001,0.003,0.003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,True,1.0,32,False,0,0,0
215,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,8,0.99,4096,16,10,2,,0.0001,0.00025,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,True,1.0,64,False,0,0,0
216,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,128,0.99,1024,16,30,4,,0.0001,0.003,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,True,1.0,2,False,0,0,0
217,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,4096,16,50,8,,0.0001,3e-05,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,False,1.0,32,False,0,0,0
218,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,4096,16,40,8,,0.0001,0.0001,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,False,1.0,4,False,0,0,0
219,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,256,16,40,64,,0.0001,0.001,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,False,1.0,32,False,0,0,0
220,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,16,0.99,2048,16,20,8,,0.0001,0.00025,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,True,1.0,64,False,0,0,0
221,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,1024,16,20,4,,0.0001,0.0001,0.003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,False,1.0,32,False,0,0,0
222,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,64,0.99,512,16,30,64,,0.0001,0.0001,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,True,0.95,False,1.0,2,False,0,0,0
223,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,128,0.99,2048,16,150,8,,0.0001,0.00025,0.003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,True,1.0,64,False,0,0,0
224,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,256,16,100,1,,0.0001,3e-05,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,False,0.95,True,1.0,2,False,0,0,0
225,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,8,0.99,2048,16,10,4,,0.0001,0.0001,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,False,1.0,4,False,0,0,0
226,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,8,0.99,512,16,30,2,,0.0001,0.0003,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,False,1.0,8,False,0,0,0
227,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,1024,16,40,1,,0.0001,3e-05,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,True,0.95,False,1.0,8,False,0,0,0
228,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,64,0.99,1024,16,10,8,,0.0001,0.0003,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,True,1.0,16,False,0,0,0
229,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,2048,16,100,2,,0.0001,0.0003,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,True,1.0,8,False,0,0,0
230,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,1024,16,40,2,,0.0001,0.003,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,1.0,4,False,0,0,0
231,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,16,0.99,4096,16,10,4,,0.0001,0.00025,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,True,1.0,64,False,0,0,0
232,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,16,0.99,2048,16,150,1,,0.0001,0.0003,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,True,0.95,True,1.0,8,False,0,0,0
233,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,2048,16,10,2,,0.0001,0.0001,0.003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,True,1.0,32,False,0,0,0
234,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,1024,16,1,1,,0.0001,3e-05,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,True,0.95,False,1.0,16,False,0,0,0
235,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,512,16,40,1,,0.0001,0.0001,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,True,1.0,2,False,0,0,0
236,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,8,0.99,256,16,10,64,,0.0001,0.00025,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,True,1.0,64,False,0,0,0
237,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,8,0.99,4096,16,40,1,,0.0001,0.001,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,False,0.95,True,1.0,16,False,0,0,0
238,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,128,0.99,256,16,40,64,,0.0001,0.0003,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,False,0.95,True,1.0,32,False,0,0,0
239,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,128,0.99,256,16,50,4,,0.0001,3e-05,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,False,1.0,4,False,0,0,0
240,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,128,0.99,4096,16,50,8,,0.0001,0.0001,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,False,0.95,False,1.0,2,False,0,0,0
241,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,128,0.99,256,16,150,2,,0.0001,0.003,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,True,1.0,64,False,0,0,0
242,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,128,0.99,256,16,20,12,,0.0001,0.003,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,True,0.95,True,1.0,32,False,0,0,0
243,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,64,0.99,256,16,150,4,,0.0001,0.00025,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,False,1.0,16,False,0,0,0
244,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,8,0.99,2048,16,50,12,,0.0001,0.0001,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,True,1.0,64,False,0,0,0
245,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,64,0.99,4096,16,50,12,,0.0001,0.0003,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,True,1.0,8,False,0,0,0
246,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,64,0.99,256,16,30,32,,0.0001,0.0001,0.003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,True,0.95,True,1.0,8,False,0,0,0
247,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,256,16,150,4,,0.0001,0.0001,0.003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,1.0,64,False,0,0,0
248,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,2048,16,50,8,,0.0001,0.001,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,False,1.0,2,False,0,0,0
249,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,16,0.99,1024,16,10,4,,0.0001,0.003,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,True,1.0,16,False,0,0,0
250,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,256,16,100,4,,0.0001,0.0003,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,True,1.0,4,False,0,0,0
251,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,8,0.99,256,16,40,32,,0.0001,3e-05,0.003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,False,1.0,2,False,0,0,0
252,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,1024,16,150,64,,0.0001,0.00025,0.003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,True,0.95,False,1.0,16,False,0,0,0
253,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,1024,16,40,64,,0.0001,0.003,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,False,1.0,64,False,0,0,0
254,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,8,0.99,512,16,20,4,,0.0001,0.0003,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,True,1.0,16,False,0,0,0
255,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,4096,16,30,32,,0.0001,0.001,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,True,1.0,64,False,0,0,0
256,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,2048,16,100,12,,0.0001,0.0001,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,True,1.0,8,False,0,0,0
257,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,1024,16,1,64,,0.0001,0.0001,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,True,0.95,False,1.0,32,False,0,0,0
258,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,128,0.99,256,16,30,2,,0.0001,0.0003,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,False,1.0,32,False,0,0,0
259,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,4096,16,10,2,,0.0001,0.00025,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,True,1.0,8,False,0,0,0
260,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,2048,16,50,64,,0.0001,0.0001,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,True,0.95,False,1.0,16,False,0,0,0
261,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,256,16,150,64,,0.0001,0.00025,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,False,1.0,32,False,0,0,0
262,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,512,16,40,8,,0.0001,0.0003,0.003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,True,0.95,True,1.0,8,False,0,0,0
263,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,512,16,40,4,,0.0001,3e-05,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,True,1.0,32,False,0,0,0
264,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,2048,16,40,8,,0.0001,3e-05,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,False,0.95,False,1.0,64,False,0,0,0
265,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,8,0.99,512,16,30,2,,0.0001,3e-05,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,True,0.95,False,1.0,32,False,0,0,0
266,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,16,0.99,256,16,20,8,,0.0001,0.00025,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,True,1.0,64,False,0,0,0
267,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,512,16,1,12,,0.0001,0.00025,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,True,1.0,2,False,0,0,0
268,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,16,0.99,512,16,150,32,,0.0001,0.0001,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,1.0,16,False,0,0,0
269,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,64,0.99,4096,16,1,64,,0.0001,0.003,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,True,1.0,2,False,0,0,0
270,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,16,0.99,1024,16,20,2,,0.0001,0.001,0.003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,True,1.0,32,False,0,0,0
271,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,256,16,100,4,,0.0001,0.00025,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,False,0.95,True,1.0,16,False,0,0,0
272,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,128,0.99,4096,16,100,1,,0.0001,0.0001,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,True,1.0,64,False,0,0,0
273,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,4,0.99,512,16,20,1,,0.0001,0.00025,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,True,0.95,False,1.0,8,False,0,0,0
274,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,4096,16,150,12,,0.0001,0.0001,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,False,1.0,8,False,0,0,0
275,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,1024,16,40,4,,0.0001,0.001,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,True,1.0,4,False,0,0,0
276,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,64,0.99,2048,16,50,4,,0.0001,0.003,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,True,1.0,4,False,0,0,0
277,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,16,0.99,256,16,1,4,,0.0001,3e-05,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,True,1.0,8,False,0,0,0
278,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,64,0.99,4096,16,1,64,,0.0001,0.0003,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,True,1.0,64,False,0,0,0
279,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,1024,16,150,2,,0.0001,0.0001,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,True,0.95,False,1.0,16,False,0,0,0
280,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,2048,16,10,32,,0.0001,0.001,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,False,1.0,64,False,0,0,0
281,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,2048,16,150,1,,0.0001,0.00025,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,True,1.0,8,False,0,0,0
282,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,512,16,50,2,,0.0001,3e-05,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,True,0.95,True,1.0,64,False,0,0,0
283,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,2048,16,150,2,,0.0001,0.001,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,False,0.95,True,1.0,4,False,0,0,0
284,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,4096,16,100,8,,0.0001,0.0003,0.0001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,True,0.95,False,1.0,16,False,0,0,0
285,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,64,0.99,512,16,30,8,,0.0001,0.00025,3e-05,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,False,1.0,2,False,0,0,0
286,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,16,0.99,1024,16,100,2,,0.0001,0.0003,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,False,True,0.95,False,1.0,32,False,0,0,0
287,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,1024,16,1,64,,0.0001,0.003,0.001,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,True,False,0.95,False,1.0,16,False,0,0,0
288,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,8,0.99,1024,16,10,1,,0.0001,0.003,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,True,0.95,True,1.0,64,False,0,0,0
289,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,32,0.99,2048,16,150,4,,0.0001,0.001,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,True,1.0,4,False,0,0,0
290,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,128,0.99,512,16,40,12,,0.0001,0.0001,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,True,1.0,16,False,0,0,0
291,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,512,16,150,1,,0.0001,0.001,0.0003,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,True,False,False,False,0.95,False,1.0,4,False,0,0,0
292,QREPS,0,True,True,False,CC,,False,LunarLander-v2,100000,256,0.99,1024,16,50,64,,0.0001,0.00025,0.00025,True,kaiming_uniform,Tanh,2,128,0.01,Tanh,4,128,1.0,True,False,Tanh,2,128,0.1,Adam,Adam,Adam,1e-08,True,False,False,True,False,0.95,True,1.0,4,False,0,0,0
