Step,Reward
1024.0,30.025432586669922
2048.0,38.787638346354164
3072.0,43.31652069091797
4096.0,37.58233324686686
5120.0,38.84128061930338
6144.0,35.87301508585612
7168.0,35.30215581258138
8192.0,39.395060221354164
9216.0,39.21953582763672
10240.0,33.90688387552897
11264.0,34.21575609842936
12288.0,33.14276949564616
13312.0,32.85921541849772
14336.0,38.42730458577474
15360.0,36.8000857035319
16384.0,36.90499305725098
17408.0,35.66390864054362
18432.0,35.172796885172524
19456.0,36.6382999420166
20480.0,40.057013829549156
21504.0,42.7612501780192
22528.0,38.26923116048177
23552.0,41.87657101949056
24576.0,41.00976308186849
25600.0,38.55976168314616
26624.0,42.01622772216797
27648.0,42.703285217285156
28672.0,38.11358070373535
29696.0,41.20346323649088
30720.0,42.17142868041992
31744.0,37.983256022135414
32768.0,35.478126525878906
33792.0,37.169376373291016
34816.0,35.74365107218424
35840.0,34.319698333740234
36864.0,36.61224174499512
37888.0,35.81873448689779
38912.0,32.22695795694987
39936.0,36.43501281738281
40960.0,33.44762674967448
41984.0,33.327921549479164
43008.0,33.10556602478027
44032.0,34.3774159749349
45056.0,31.14292589823405
46080.0,30.695906321207683
47104.0,29.412192662556965
48128.0,31.503053029378254
49152.0,29.47950045267741
50176.0,29.623852411905926
51200.0,29.61481539408366
52224.0,29.018675486246746
53248.0,28.634979883829754
54272.0,29.32754643758138
55296.0,29.390804290771484
56320.0,28.229729970296223
57344.0,29.15151532491048
58368.0,29.1034673055013
59392.0,29.24287287394206
60416.0,29.567490259806316
61440.0,27.54852294921875
62464.0,27.8606440226237
63488.0,28.286359786987305
64512.0,28.01047706604004
65536.0,28.680491765340168
66560.0,27.219001134236652
67584.0,27.708539962768555
68608.0,26.267419815063477
69632.0,27.120215733846027
70656.0,27.40696652730306
71680.0,27.072777430216473
72704.0,27.6836420694987
73728.0,26.402570088704426
74752.0,25.418253580729168
75776.0,25.84105936686198
76800.0,25.934476216634113
77824.0,26.227888107299805
78848.0,25.883625666300457
79872.0,23.861788431803387
80896.0,23.80956204732259
81920.0,24.193518320719402
82944.0,24.395957310994465
83968.0,23.646294911702473
84992.0,24.63428497314453
86016.0,23.712834040323894
87040.0,23.80049705505371
88064.0,23.571969985961914
89088.0,23.843102773030598
90112.0,23.5957612991333
91136.0,23.765970865885418
92160.0,23.277028401692707
93184.0,22.467307408650715
94208.0,22.505208333333332
95232.0,21.734909057617188
96256.0,22.346508026123047
97280.0,21.463675181070965
98304.0,22.12901242574056
99328.0,21.732895533243816
